"sentence","startTime","endTime","speaker_id","speaker_name"
"Like a shock wave, and it's going to be too much.","21:59","22:01",0,"Jarad DeLorenzo"
"So I'm going to introduce to you the concepts in the.","22:01","22:04",0,"Jarad DeLorenzo"
"In the way and the order that I figured them out over the last two years.","22:04","22:07",0,"Jarad DeLorenzo"
"Now, I didn't even know why I liked Claude so much until I started playing with it for months and months.","22:09","22:16",0,"Jarad DeLorenzo"
"But I'm going to.","22:17","22:19",0,"Jarad DeLorenzo"
"It's.","22:22","22:22",1,"Gershon Herczeg"
"It's.","22:22","22:22",0,"Jarad DeLorenzo"
"I don't know why it's so laggy.","22:22","22:24",0,"Jarad DeLorenzo"
"It's just really bothering me.","22:24","22:25",0,"Jarad DeLorenzo"
"Here's what I'm gonna do.","22:27","22:28",0,"Jarad DeLorenzo"
"I'm unplug my big screen.","22:28","22:29",0,"Jarad DeLorenzo"
"Because.","22:29","22:29",0,"Jarad DeLorenzo"
"Why, why is it on there?","22:29","22:30",0,"Jarad DeLorenzo"
"I don't need it.","22:30","22:31",0,"Jarad DeLorenzo"
"Unplug it and you won't notice.","22:31","22:34",0,"Jarad DeLorenzo"
"Awesome.","22:36","22:37",0,"Jarad DeLorenzo"
"Perfect.","22:37","22:38",0,"Jarad DeLorenzo"
"Oh, my God.","22:38","22:39",0,"Jarad DeLorenzo"
"Instant better.","22:39","22:39",0,"Jarad DeLorenzo"
"Okay, so now you're not sharing anything.","22:39","22:44",0,"Jarad DeLorenzo"
"That's all right.","22:44","22:44",0,"Jarad DeLorenzo"
"I'm gonna share it now.","22:44","22:45",0,"Jarad DeLorenzo"
"I'm gonna share it Now I'm gonna put back on.","22:45","22:47",0,"Jarad DeLorenzo"
"I'll be looking at the screen like a normal human.","22:47","22:49",0,"Jarad DeLorenzo"
"And is it FaceTime HD?","22:50","22:55",0,"Jarad DeLorenzo"
"Okay, that's good.","22:55","22:56",0,"Jarad DeLorenzo"
"And I'll share this.","22:58","23:01",0,"Jarad DeLorenzo"
"All right.","23:07","23:07",0,"Jarad DeLorenzo"
"Oh, God, that's so much better.","23:07","23:09",0,"Jarad DeLorenzo"
"So plot Claude.","23:09","23:14",0,"Jarad DeLorenzo"
"First of all, they had this thing called projects.","23:14","23:16",0,"Jarad DeLorenzo"
"And I'm gonna skip ahead and just tell you a project, it's basically an agent.","23:17","23:21",0,"Jarad DeLorenzo"
"There's nothing special to it.","23:22","23:23",0,"Jarad DeLorenzo"
"There's different kinds of agents.","23:24","23:25",0,"Jarad DeLorenzo"
"That's how we can get away with calling it an agent, because there's a.","23:25","23:28",0,"Jarad DeLorenzo"
"There's a few different classes of agents.","23:28","23:31",0,"Jarad DeLorenzo"
"And I'll get into that.","23:32","23:33",0,"Jarad DeLorenzo"
"And we're not gonna even need to talk about them later after this jumping off point and after I got you guys all like loaded up with some things to actually use in your existing workflow, not even going to push you out of your workflow.","23:33","23:45",0,"Jarad DeLorenzo"
"Then we'll get into some more of the more advanced agents.","23:46","23:50",0,"Jarad DeLorenzo"
"But projects is another is just what their version of agents is.","23:50","23:57",0,"Jarad DeLorenzo"
"Right.","23:57","23:57",0,"Jarad DeLorenzo"
"And the reason it's cool and like, you could see I have hundreds and hundreds of projects.","23:58","24:01",0,"Jarad DeLorenzo"
"And as I go back in time through my projects, they get refined and they're.","24:01","24:08",0,"Jarad DeLorenzo"
"I do them in a different way.","24:08","24:09",0,"Jarad DeLorenzo"
"And that's just me experimenting.","24:09","24:11",0,"Jarad DeLorenzo"
"Right?","24:11","24:11",0,"Jarad DeLorenzo"
"That's like the CEO trying to figure out the best setup for his team.","24:11","24:15",0,"Jarad DeLorenzo"
"Like, do I want to split cross functionally?","24:15","24:17",0,"Jarad DeLorenzo"
"Maybe I want to have like an expert on each team.","24:17","24:20",0,"Jarad DeLorenzo"
"Like, who knows?","24:20","24:21",0,"Jarad DeLorenzo"
"I don't know.","24:21","24:22",0,"Jarad DeLorenzo"
"That's why you need to experiment.","24:22","24:24",0,"Jarad DeLorenzo"
"This is a world of experimenting.","24:24","24:25",0,"Jarad DeLorenzo"
"And like Gershon said he wants, like you could want to experiment but not have the time.","24:26","24:30",0,"Jarad DeLorenzo"
"And that's what I want to get.","24:31","24:32",0,"Jarad DeLorenzo"
"I'm going to just boost you.","24:32","24:33",0,"Jarad DeLorenzo"
"It's almost like, here's the.","24:33","24:34",0,"Jarad DeLorenzo"
"Here is the like skip ahead card or whatever you want to call it, right?","24:35","24:39",0,"Jarad DeLorenzo"
"At first, I just created a project for everything.","24:39","24:42",0,"Jarad DeLorenzo"
"I didn't think about reuse.","24:43","24:45",0,"Jarad DeLorenzo"
"I didn't think about what even a project was.","24:45","24:48",0,"Jarad DeLorenzo"
"I would just.","24:48","24:48",0,"Jarad DeLorenzo"
"Hey, I'm working on something important.","24:49","24:51",0,"Jarad DeLorenzo"
"Roy has a question, by the way.","24:51","24:53",1,"Gershon Herczeg"
"You should make the text a little bit bigger.","24:53","24:54",1,"Gershon Herczeg"
"Oh yeah.","24:54","24:55",0,"Jarad DeLorenzo"
"That'S good.","24:57","24:57",1,"Gershon Herczeg"
"I.","24:57","24:58",0,"Jarad DeLorenzo"
"I thought it was not recorded thing.","24:58","25:01",0,"Jarad DeLorenzo"
"Yeah, we're being recorded.","25:02","25:03",1,"Gershon Herczeg"
"Mm.","25:04","25:04",0,"Jarad DeLorenzo"
"Yes, it's recorded.","25:06","25:07",0,"Jarad DeLorenzo"
"I want to make sure I'm recording it.","25:07","25:09",0,"Jarad DeLorenzo"
"Yep, I'm recording it too.","25:09","25:10",0,"Jarad DeLorenzo"
"All right, good.","25:10","25:11",0,"Jarad DeLorenzo"
"So we got two recordings.","25:11","25:12",0,"Jarad DeLorenzo"
"But if we look through all of the.","25:13","25:15",0,"Jarad DeLorenzo"
"The projects, I didn't really know what I was doing or what I was.","25:15","25:21",0,"Jarad DeLorenzo"
"What kind of things I was making.","25:21","25:22",0,"Jarad DeLorenzo"
"But as I get to my recent ones, they follow.","25:22","25:29",0,"Jarad DeLorenzo"
"I started to realize a pattern.","25:29","25:31",0,"Jarad DeLorenzo"
"Right.","25:31","25:31",0,"Jarad DeLorenzo"
"They are specialized as I would have an employee or like a task I would give someone.","25:33","25:40",0,"Jarad DeLorenzo"
"Right.","25:40","25:40",0,"Jarad DeLorenzo"
"So let's say one, you could make an agent.","25:40","25:44",0,"Jarad DeLorenzo"
"That is just what you're working on right now.","25:44","25:45",0,"Jarad DeLorenzo"
"But what's more useful?","25:46","25:48",0,"Jarad DeLorenzo"
"Like, I wouldn't just have a.","25:48","25:50",0,"Jarad DeLorenzo"
"In like A TRI Note 1.","25:50","25:52",0,"Jarad DeLorenzo"
"Right?","25:52","25:53",0,"Jarad DeLorenzo"
"That's too broad.","25:53","25:53",0,"Jarad DeLorenzo"
"What would I put in the trinote one?","25:54","25:56",0,"Jarad DeLorenzo"
"Now I do have a trinet one, but it's different because this is a repo.","25:56","26:02",0,"Jarad DeLorenzo"
"So a repository is a very good project.","26:02","26:05",0,"Jarad DeLorenzo"
"So any repository that I make, I'll make a project for it and then what?","26:07","26:13",0,"Jarad DeLorenzo"
"The UI that you're interacting right now, this is a ide or are we looking at a website?","26:13","26:19",1,"Gershon Herczeg"
"Great, good question.","26:20","26:21",0,"Jarad DeLorenzo"
"So Claude, this is Claude, which is Anthropic's Chat GPT.","26:21","26:25",0,"Jarad DeLorenzo"
"So you have Open AI has Chat GPT whereas Anthropic has Claude.","26:27","26:32",0,"Jarad DeLorenzo"
"That's the analogy, right?","26:32","26:34",0,"Jarad DeLorenzo"
"Now you could use the website or you can use the app.","26:35","26:39",0,"Jarad DeLorenzo"
"And after I learned about the app, I never ever used the website again.","26:40","26:45",0,"Jarad DeLorenzo"
"I won't even go and ask it a question because it's so not efficient.","26:45","26:49",0,"Jarad DeLorenzo"
"Now you'll see if I quit when I open it.","26:51","26:56",0,"Jarad DeLorenzo"
"Let's see, open Claude.","26:57","27:00",0,"Jarad DeLorenzo"
"The first thing it does is it loads in all the tools that it uses.","27:03","27:07",0,"Jarad DeLorenzo"
"Now this thing grows every day with more and more things.","27:07","27:10",0,"Jarad DeLorenzo"
"I have to fix these at some point later.","27:13","27:16",0,"Jarad DeLorenzo"
"But yeah, that's the, that's okay.","27:16","27:19",0,"Jarad DeLorenzo"
"So if we look at what Claude gives us, they have been growing their number of apps.","27:19","27:25",0,"Jarad DeLorenzo"
"If we can click on this little thing.","27:25","27:28",0,"Jarad DeLorenzo"
"And now we could say, I want to use Extended thinking, right?","27:28","27:31",0,"Jarad DeLorenzo"
"So there has been a trend where models are now either instruction.","27:31","27:39",0,"Jarad DeLorenzo"
"Instruction models, meaning that you chat with them and they call tools.","27:41","27:46",0,"Jarad DeLorenzo"
"Their smartness comes in the tools that they call.","27:46","27:49",0,"Jarad DeLorenzo"
"And then there's the other, the thinking kind.","27:49","27:53",0,"Jarad DeLorenzo"
"And on ChatGPT you have.","27:53","27:55",0,"Jarad DeLorenzo"
"It'll say, it'll say if it's thinking, right?","27:57","27:59",0,"Jarad DeLorenzo"
"It'll say like, oh, three high and O, three low.","27:59","28:04",0,"Jarad DeLorenzo"
"What does that mean?","28:05","28:06",0,"Jarad DeLorenzo"
"Right.","28:06","28:06",0,"Jarad DeLorenzo"
"They're both thinking models.","28:06","28:09",0,"Jarad DeLorenzo"
"But low spends less iterations honing the responses and high spends more iterations.","28:09","28:19",0,"Jarad DeLorenzo"
"So what that means when it's thinking is it'll you ask it a.","28:20","28:24",0,"Jarad DeLorenzo"
"You ask it a question like, hey, how.","28:24","28:27",0,"Jarad DeLorenzo"
"What is the best way to containerize this app?","28:27","28:31",0,"Jarad DeLorenzo"
"And if you do low thinking or a non thinking model, like 4o or something, it'll answer you back.","28:32","28:39",0,"Jarad DeLorenzo"
"It'll say, oh, you should go and use this and this and this.","28:39","28:41",0,"Jarad DeLorenzo"
"Maybe it'll say use Docker.","28:42","28:44",0,"Jarad DeLorenzo"
"You can use Docker Compose.","28:44","28:45",0,"Jarad DeLorenzo"
"It'll come up with a thing, come up with a plan.","28:45","28:46",0,"Jarad DeLorenzo"
"But if you use Thinking, you'll see it'll come up with a response and then it would question itself and it'll say, now I know I wanted to do this.","28:47","28:57",0,"Jarad DeLorenzo"
"Perhaps there's a better way.","28:57","28:58",0,"Jarad DeLorenzo"
"Let me go and look online to see.","28:58","28:59",0,"Jarad DeLorenzo"
"And then it'll go, I found these things online.","29:00","29:01",0,"Jarad DeLorenzo"
"Maybe there's other things online that are better.","29:01","29:03",0,"Jarad DeLorenzo"
"And then it'll say, oh, I found this discrepancy here, let me dig into it a little more.","29:03","29:07",0,"Jarad DeLorenzo"
"So that's what the thinking models do, but they are not as good at calling tools.","29:07","29:12",0,"Jarad DeLorenzo"
"So you need to be able to switch between them.","29:13","29:15",0,"Jarad DeLorenzo"
"And in my head I'm thinking, this is so cumbersome.","29:15","29:18",0,"Jarad DeLorenzo"
"Who is the time to manage these models?","29:18","29:20",0,"Jarad DeLorenzo"
"And I'm going to show you that is also incorrect.","29:20","29:23",0,"Jarad DeLorenzo"
"You should not do anything anymore.","29:23","29:25",0,"Jarad DeLorenzo"
"You shouldn't manage your models.","29:25","29:27",0,"Jarad DeLorenzo"
"You shouldn't need to do any of that.","29:27","29:28",0,"Jarad DeLorenzo"
"It can all be automated to the point where even the agents that you're making should be making agents that make agents.","29:28","29:36",0,"Jarad DeLorenzo"
"And it sounds ridiculous, but it is not hard.","29:36","29:39",0,"Jarad DeLorenzo"
"And I'm gonna.","29:39","29:40",0,"Jarad DeLorenzo"
"I'm gonna show you examples of this, right?","29:40","29:42",0,"Jarad DeLorenzo"
"But the reason I use Claude, I still didn't.","29:42","29:44",0,"Jarad DeLorenzo"
"I'm beating around the bush, right?","29:44","29:46",0,"Jarad DeLorenzo"
"But it has MCP servers.","29:46","29:48",0,"Jarad DeLorenzo"
"MCP servers are instantly.","29:49","29:56",0,"Jarad DeLorenzo"
"Even though AI.","29:57","29:58",0,"Jarad DeLorenzo"
"Okay, I don't know how to say it.","29:58","29:59",0,"Jarad DeLorenzo"
"So AI exponentially made stuff better.","29:59","30:03",0,"Jarad DeLorenzo"
"It made stuff more like, wow, what are the possibilities?","30:04","30:06",0,"Jarad DeLorenzo"
"They're endless.","30:06","30:07",0,"Jarad DeLorenzo"
"But then when MCP protocol came out, it exponentially on top of that, exponential.","30:08","30:13",0,"Jarad DeLorenzo"
"And I'm not exaggerating.","30:14","30:15",0,"Jarad DeLorenzo"
"So what is an MCP server?","30:15","30:17",0,"Jarad DeLorenzo"
"You could think of an MCP server as a containerized agent.","30:18","30:22",0,"Jarad DeLorenzo"
"It's just an agent that doesn't exist.","30:23","30:28",0,"Jarad DeLorenzo"
"It's not confined to this project here.","30:28","30:30",0,"Jarad DeLorenzo"
"Like in.","30:30","30:31",0,"Jarad DeLorenzo"
"I can make a project.","30:31","30:32",0,"Jarad DeLorenzo"
"And I did this a lot.","30:32","30:33",0,"Jarad DeLorenzo"
"I would make.","30:33","30:34",0,"Jarad DeLorenzo"
"I would make.","30:34","30:35",0,"Jarad DeLorenzo"
"Let me, Let me see one that's actually useful.","30:35","30:37",0,"Jarad DeLorenzo"
"Here is a typescript design pattern expert.","30:39","30:43",0,"Jarad DeLorenzo"
"Now, I made this.","30:44","30:45",0,"Jarad DeLorenzo"
"And the way you make projects is you give it project knowledge, right?","30:45","30:49",0,"Jarad DeLorenzo"
"So I could upload from my device.","30:49","30:51",0,"Jarad DeLorenzo"
"I could just paste in some content.","30:51","30:53",0,"Jarad DeLorenzo"
"I could.","30:54","30:54",0,"Jarad DeLorenzo"
"This.","30:54","30:55",0,"Jarad DeLorenzo"
"These are more recent.","30:55","30:55",0,"Jarad DeLorenzo"
"Jared, can these projects be used on cursor?","30:56","30:58",1,"Gershon Herczeg"
"No.","31:00","31:00",0,"Jarad DeLorenzo"
"And I'm going to show you.","31:00","31:01",0,"Jarad DeLorenzo"
"That's part of why.","31:01","31:02",0,"Jarad DeLorenzo"
"Yeah, this is.","31:03","31:04",0,"Jarad DeLorenzo"
"I'm taking you through my journey, right?","31:04","31:06",0,"Jarad DeLorenzo"
"So I would make these projects and then I would be a little pissed because.","31:06","31:10",0,"Jarad DeLorenzo"
"Because I would spend a lot of time.","31:10","31:12",0,"Jarad DeLorenzo"
"There's a history in these.","31:12","31:14",0,"Jarad DeLorenzo"
"Like these threads.","31:14","31:15",0,"Jarad DeLorenzo"
"It knows about the threads.","31:15","31:16",0,"Jarad DeLorenzo"
"I have a lot of context.","31:17","31:20",0,"Jarad DeLorenzo"
"And like, you can see how do I make a context, right?","31:20","31:24",0,"Jarad DeLorenzo"
"So if I wanted to make an app and I'll show you, like one that I actually did, I would go into my command.","31:24","31:31",0,"Jarad DeLorenzo"
"I even.","31:31","31:31",0,"Jarad DeLorenzo"
"I made a lot of tools.","31:31","31:33",0,"Jarad DeLorenzo"
"I made tools just for that.","31:33","31:35",0,"Jarad DeLorenzo"
"And I'm going to show you, like CC code to prompt.","31:35","31:39",0,"Jarad DeLorenzo"
"I used it all the time, hundreds of times a day and I don't need it anymore.","31:40","31:45",0,"Jarad DeLorenzo"
"And this is how fast stuff evolves.","31:45","31:47",0,"Jarad DeLorenzo"
"But if I go in, Let me make this bigger so you can see what I'm doing.","31:47","31:51",0,"Jarad DeLorenzo"
"If I go into my code directory and let's see, I want to.","31:53","32:01",0,"Jarad DeLorenzo"
"Let's look at.","32:02","32:03",0,"Jarad DeLorenzo"
"Look at Trinote.","32:03","32:04",0,"Jarad DeLorenzo"
"Why not?","32:04","32:05",0,"Jarad DeLorenzo"
"We'll go to Trinote 2.0 and let me make it a little bit smaller so it actually fits on my page.","32:05","32:15",0,"Jarad DeLorenzo"
"So if I wanted to give my Trinote project some context in the old days, I would come up here and I would say, all right, what do I want to upload?","32:18","32:30",0,"Jarad DeLorenzo"
"I can't put the entire repository because it would fill up.","32:30","32:33",0,"Jarad DeLorenzo"
"You only have a.","32:33","32:34",0,"Jarad DeLorenzo"
"You only have like a finite amount of memory.","32:34","32:36",0,"Jarad DeLorenzo"
"You can't just toss your entire repo in.","32:36","32:39",0,"Jarad DeLorenzo"
"That would be completely make.","32:40","32:43",0,"Jarad DeLorenzo"
"It would make things, like, trivial, right?","32:43","32:44",0,"Jarad DeLorenzo"
"But just like a human, everything relates back to human.","32:44","32:47",0,"Jarad DeLorenzo"
"Like, that doesn't make AI bad.","32:49","32:51",0,"Jarad DeLorenzo"
"A lot of people say it does.","32:52","32:53",0,"Jarad DeLorenzo"
"But like, what?","32:53","32:54",0,"Jarad DeLorenzo"
"Any of you have an entire repository in your head.","32:54","32:58",0,"Jarad DeLorenzo"
"Like, you just don't.","32:58","33:00",0,"Jarad DeLorenzo"
"That's not how humans work.","33:00","33:01",0,"Jarad DeLorenzo"
"You don't memorize the repository, but yet you still are an engineer and can add features.","33:01","33:06",0,"Jarad DeLorenzo"
"How is that possible?","33:06","33:07",0,"Jarad DeLorenzo"
"Well, apply that to AI then.","33:08","33:10",0,"Jarad DeLorenzo"
"People swear, and I've heard this so many times, well, when the context window gets bigger, then we'll make smarter AI.","33:10","33:17",0,"Jarad DeLorenzo"
"That's.","33:17","33:18",0,"Jarad DeLorenzo"
"That's BS because, like, that, like, your brain is going to be muddled with stuff, right?","33:18","33:24",0,"Jarad DeLorenzo"
"Like, how do you know?","33:24","33:26",0,"Jarad DeLorenzo"
"Right?","33:26","33:26",0,"Jarad DeLorenzo"
"When you try to figure out a problem, you might not even know it subconsciously.","33:27","33:32",0,"Jarad DeLorenzo"
"As an engineer, what you do is you have like, a way that you look over to code.","33:32","33:35",0,"Jarad DeLorenzo"
"You're like, let me look at the readme.","33:35","33:37",0,"Jarad DeLorenzo"
"And then you look at that and you're like, where's the infra.","33:37","33:39",0,"Jarad DeLorenzo"
"Like, is there models?","33:39","33:40",0,"Jarad DeLorenzo"
"Where's the.","33:40","33:41",0,"Jarad DeLorenzo"
"Where the models defined?","33:41","33:42",0,"Jarad DeLorenzo"
"Oh, maybe I'm going to.","33:42","33:44",0,"Jarad DeLorenzo"
"Like, if I need to add a.","33:44","33:46",0,"Jarad DeLorenzo"
"I want to be able to edit users, and I can't.","33:48","33:50",0,"Jarad DeLorenzo"
"First thing you do is you're like, maybe there's a route for it.","33:50","33:53",0,"Jarad DeLorenzo"
"Maybe there's a route.","33:53","33:54",0,"Jarad DeLorenzo"
"So you look for the router and you see, okay, there's the controller.","33:54","33:58",0,"Jarad DeLorenzo"
"Like, there's a process and it's pretty efficient.","33:58","34:02",0,"Jarad DeLorenzo"
"But AI doesn't.","34:02","34:04",0,"Jarad DeLorenzo"
"Like, what people tried at first was to stuff the entire model in there.","34:04","34:08",0,"Jarad DeLorenzo"
"So I realized this really quick, that this was.","34:08","34:10",0,"Jarad DeLorenzo"
"This was stupid.","34:10","34:11",0,"Jarad DeLorenzo"
"So what I started doing was I need my CLAUDE project to understand my code, but I can't put my code in there.","34:11","34:20",0,"Jarad DeLorenzo"
"So what I do is I would look at the directory and I'm like, okay, I don't need everything, but how do I split it up?","34:20","34:30",0,"Jarad DeLorenzo"
"And I realized I split by domain.","34:30","34:32",0,"Jarad DeLorenzo"
"Like, sometimes I want to work on, you know, deploy things.","34:33","34:37",0,"Jarad DeLorenzo"
"I want to work on infra.","34:37","34:38",0,"Jarad DeLorenzo"
"Then I need to know, how do you deploy?","34:38","34:40",0,"Jarad DeLorenzo"
"Is it deployed to the cloud?","34:40","34:41",0,"Jarad DeLorenzo"
"Is it containerized?","34:41","34:42",0,"Jarad DeLorenzo"
"Does it go to circle?","34:43","34:44",0,"Jarad DeLorenzo"
"How do I run the tests?","34:44","34:45",0,"Jarad DeLorenzo"
"All those things?","34:45","34:46",0,"Jarad DeLorenzo"
"And those are you can take that domain and slice it.","34:46","34:50",0,"Jarad DeLorenzo"
"And what I did was I wrote these commands to be able to get all the context.","34:50","34:54",0,"Jarad DeLorenzo"
"And I can go code to prompt, like this code to prompt.","34:54","35:01",0,"Jarad DeLorenzo"
"And I pass in a path.","35:01","35:03",0,"Jarad DeLorenzo"
"And let's.","35:04","35:05",0,"Jarad DeLorenzo"
"What's a good path?","35:05","35:06",0,"Jarad DeLorenzo"
"Let's do migrations.","35:07","35:08",0,"Jarad DeLorenzo"
"Oh, that's a huge one.","35:08","35:09",0,"Jarad DeLorenzo"
"Let's do scripts.","35:09","35:11",0,"Jarad DeLorenzo"
"Scripts, and that's it.","35:12","35:15",0,"Jarad DeLorenzo"
"So right now, everything's in my clipboard.","35:17","35:19",0,"Jarad DeLorenzo"
"So then I go here, and I'll go to Project Knowledge.","35:21","35:24",0,"Jarad DeLorenzo"
"Add by text, and I'll say, try note scripts.","35:24","35:29",0,"Jarad DeLorenzo"
"Now this is too focused.","35:29","35:30",0,"Jarad DeLorenzo"
"Like I said, domain specific is better.","35:30","35:32",0,"Jarad DeLorenzo"
"So I'd probably pull out specific scripts.","35:33","35:35",0,"Jarad DeLorenzo"
"But then I just paste and I say add content.","35:35","35:38",0,"Jarad DeLorenzo"
"And now when I ask it questions, you could see all I did was give it scripts, and it's 37% full.","35:40","35:46",0,"Jarad DeLorenzo"
"So you can see this really fast.","35:46","35:48",0,"Jarad DeLorenzo"
"I'm.","35:48","35:48",0,"Jarad DeLorenzo"
"I was worried.","35:48","35:49",0,"Jarad DeLorenzo"
"I'm like.","35:49","35:49",0,"Jarad DeLorenzo"
"But I didn't give up because I'm like, there is a way to do this.","35:49","35:52",0,"Jarad DeLorenzo"
"How do you do this efficiently?","35:52","35:55",0,"Jarad DeLorenzo"
"So I made these Jinja templates.","35:55","35:59",0,"Jarad DeLorenzo"
"I don't know if you use Jinja.","35:59","36:00",0,"Jarad DeLorenzo"
"There's like, handlebars.","36:00","36:01",0,"Jarad DeLorenzo"
"There's so many different kinds of templates.","36:01","36:03",0,"Jarad DeLorenzo"
"We use it in our project, actually.","36:03","36:05",1,"Gershon Herczeg"
"Yeah, awesome.","36:05","36:06",0,"Jarad DeLorenzo"
"So, yeah, they worked great.","36:06","36:08",0,"Jarad DeLorenzo"
"So what I did then was I would create a Jinja template called infra.","36:08","36:12",0,"Jarad DeLorenzo"
"And I would do code to prompt, which I shortened to CCC because I typed it so much.","36:13","36:18",0,"Jarad DeLorenzo"
"And I go ccc.","36:18","36:19",0,"Jarad DeLorenzo"
"And I would pass in a template and I would say infra.","36:20","36:23",0,"Jarad DeLorenzo"
"And then what it would do is it would scrape.","36:23","36:25",0,"Jarad DeLorenzo"
"And it's not just the code.","36:25","36:26",0,"Jarad DeLorenzo"
"If you look what it pastes in, it has metadata.","36:26","36:30",0,"Jarad DeLorenzo"
"So it has these little front where I'm looking for a file break.","36:30","36:35",0,"Jarad DeLorenzo"
"So you can see.","36:35","36:36",0,"Jarad DeLorenzo"
"Come on.","36:38","36:39",0,"Jarad DeLorenzo"
"I can do CCC scripts.","36:40","36:42",0,"Jarad DeLorenzo"
"Head.","36:43","36:43",0,"Jarad DeLorenzo"
"You can see, like, so first it gives a table of contents.","36:44","36:47",0,"Jarad DeLorenzo"
"So we can just look through and see if it's in there.","36:47","36:49",0,"Jarad DeLorenzo"
"What if I want to do head 50 so you can see a file?","36:51","36:56",0,"Jarad DeLorenzo"
"Wow, there's a lot of scripts.","36:56","36:58",0,"Jarad DeLorenzo"
"Jesus.","36:58","36:59",0,"Jarad DeLorenzo"
"200.","37:00","37:00",0,"Jarad DeLorenzo"
"There we go.","37:02","37:03",0,"Jarad DeLorenzo"
"So now at the top of each file you'll see the name file, then you'll see which extension it is, the language, how big it is when it's created, modified so you can just strip out the content.","37:03","37:17",0,"Jarad DeLorenzo"
"And maybe you just need this.","37:17","37:18",0,"Jarad DeLorenzo"
"Like, the point is, nobody can know ahead of time what you need to grab.","37:19","37:25",0,"Jarad DeLorenzo"
"But the atomic piece here is context.","37:25","37:28",0,"Jarad DeLorenzo"
"Context is one of the pillars.","37:28","37:30",0,"Jarad DeLorenzo"
"It's one of the axioms of AI I came up with because I come up across these little tidbits and I start storing them.","37:31","37:39",0,"Jarad DeLorenzo"
"And something that you guys are going to want to do if you're an engineer in the future, right, if you're working with AI, is since your job isn't to solve prop, be an algorithm, you're not going to ever need to know how to efficiently sort anything again, ever, because it's done better than you.","37:39","37:57",0,"Jarad DeLorenzo"
"Like, just don't feel sad about it.","37:57","37:59",0,"Jarad DeLorenzo"
"It's just better than you.","37:59","38:00",0,"Jarad DeLorenzo"
"What you need to do is take that extra brain power and put it towards efficiency, right?","38:00","38:05",0,"Jarad DeLorenzo"
"How do I make it so it's more accurate?","38:05","38:08",0,"Jarad DeLorenzo"
"How do I make it so?","38:08","38:09",0,"Jarad DeLorenzo"
"Think of it like you're the project manager, right?","38:10","38:12",0,"Jarad DeLorenzo"
"How do I make my team more efficient?","38:12","38:14",0,"Jarad DeLorenzo"
"It's great that you know algorithms, but you very rarely need to know algorithms when you're in charge of a team of five devs.","38:15","38:22",0,"Jarad DeLorenzo"
"You just don't need to know that because, like, I mean, like, you don't.","38:22","38:27",0,"Jarad DeLorenzo"
"So I don't know why anyone asks you in an interview because it's completely useless, even more so now than ever.","38:27","38:32",0,"Jarad DeLorenzo"
"But what does matter?","38:33","38:35",0,"Jarad DeLorenzo"
"What matters is what are the right questions to ask my team?","38:35","38:38",0,"Jarad DeLorenzo"
"If I come up to my team and I say, all right, guys, today we're going to do something special, we're going to get something done today, something awesome.","38:39","38:45",0,"Jarad DeLorenzo"
"I want you guys to make that tool, make that site.","38:45","38:47",0,"Jarad DeLorenzo"
"Remember, it's going to, like, you know, for users, for the providers, make sure that they have their bills.","38:48","38:54",0,"Jarad DeLorenzo"
"Like you could.","38:54","38:55",0,"Jarad DeLorenzo"
"You can describe it and I guarantee you're going to get shit back, because they're going to do it and you're going to look at the result.","38:55","39:02",0,"Jarad DeLorenzo"
"And if it's bad, you have only yourself to blame.","39:02","39:06",0,"Jarad DeLorenzo"
"And it's the same with AI, right?","39:06","39:07",0,"Jarad DeLorenzo"
"You are this person now.","39:07","39:08",0,"Jarad DeLorenzo"
"You are driving the car.","39:08","39:10",0,"Jarad DeLorenzo"
"You have the ability to speed up, slow down, steer, move away from obstacles.","39:10","39:14",0,"Jarad DeLorenzo"
"How do you do that efficiently?","39:14","39:16",0,"Jarad DeLorenzo"
"That's not easy, right?","39:16","39:17",0,"Jarad DeLorenzo"
"That's not trivial.","39:17","39:18",0,"Jarad DeLorenzo"
"That is the new engineering.","39:18","39:21",0,"Jarad DeLorenzo"
"That's what's Going to set you apart is what I'm saying.","39:22","39:24",0,"Jarad DeLorenzo"
"No one's going to hire anybody because they're better at sorting.","39:25","39:28",0,"Jarad DeLorenzo"
"But I guarantee you, if you are better at explaining a problem into a prd, or if you are better at posing a problem in a way that the requirements are written out perfectly, you are going to be paid more money.","39:29","39:46",0,"Jarad DeLorenzo"
"And you can see it's a mix of everything.","39:47","39:48",0,"Jarad DeLorenzo"
"It's a mix of product.","39:48","39:50",0,"Jarad DeLorenzo"
"You're gonna have to be a little bit of product, a little bit of UX V1C.","39:51","39:54",0,"Jarad DeLorenzo"
"Oh, yeah.","39:55","39:55",0,"Jarad DeLorenzo"
"I didn't quite catch the thing with the agents and, like, the split of how to do it or the purpose of doing it and.","39:58","40:09",0,"Jarad DeLorenzo"
"Yeah, yeah, okay.","40:11","40:12",0,"Jarad DeLorenzo"
"Yeah.","40:12","40:13",0,"Jarad DeLorenzo"
"And I did not go too deep into the agent chat, right.","40:13","40:16",0,"Jarad DeLorenzo"
"So, yeah, there was.","40:19","40:20",0,"Jarad DeLorenzo"
"There was a path that I had planned out that I was going to show.","40:20","40:23",0,"Jarad DeLorenzo"
